vehicle_class,engine_size,cylinders,fuel_type,fuel_cons_city,fuel_cons_hwy,fuel_cons_comb,fuel_cons_comb_mpg,co2
TWO-SEATER,5.2,10,Premium gasoline,16.7,11.7,14.5,19.0,337.0
TWO-SEATER,2.0,4,Premium gasoline,8.8,6.9,7.8,36.0,183.0
STATION WAGON - SMALL,2.0,4,Premium gasoline,9.9,7.0,8.6,33.0,201.0
MID-SIZE,1.4,4,Regular gasoline,9.0,6.8,8.0,35.0,184.0
SUV - SMALL,2.0,4,Premium gasoline,10.9,8.0,9.6,29.0,225.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,9.1,7.5,8.4,34.0,197.0
SUV - STANDARD,3.6,6,Regular gasoline,12.9,9.0,11.2,25.0,263.0
SUBCOMPACT,2.5,6,Premium gasoline,11.2,7.8,9.6,29.0,221.0
FULL-SIZE,2.9,6,Premium gasoline,13.1,8.9,11.2,25.0,261.0
SUBCOMPACT,5.0,8,Regular gasoline,13.3,9.3,11.5,25.0,264.0
SUV - SMALL,2.0,4,Premium gasoline,10.8,8.0,9.5,30.0,223.0
COMPACT,1.8,4,Regular gasoline,5.5,5.9,5.7,50.0,132.0
PICKUP TRUCK - STANDARD,4.3,6,Regular gasoline,13.4,10.0,11.9,24.0,279.0
SUBCOMPACT,1.6,4,Regular gasoline,8.8,6.8,7.9,36.0,184.0
TWO-SEATER,4.7,8,Premium gasoline,13.5,9.3,11.6,24.0,270.0
SUBCOMPACT,3.0,6,Premium gasoline,12.7,9.2,11.1,25.0,260.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,8.4,6.6,7.6,37.0,178.0
MINICOMPACT,3.8,6,Premium gasoline,13.4,9.3,11.6,24.0,267.0
TWO-SEATER,5.5,8,Premium gasoline,15.3,10.2,13.0,22.0,303.0
SUV - STANDARD,3.6,6,Premium gasoline,12.9,9.7,11.5,25.0,268.0
MID-SIZE,3.0,6,Premium gasoline,11.9,8.1,10.2,28.0,238.0
MID-SIZE,6.4,8,Premium gasoline,15.8,9.6,13.0,22.0,304.0
COMPACT,2.4,4,Premium gasoline,10.8,7.6,9.4,30.0,216.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,16.0,11.8,14.1,20.0,330.0
COMPACT,4.4,8,Premium gasoline,17.3,11.5,14.7,19.0,344.0
MINICOMPACT,3.0,6,Premium gasoline,11.9,9.1,10.6,27.0,248.0
COMPACT,1.6,4,Regular gasoline,7.2,5.9,6.6,43.0,151.0
SUV - SMALL,2.4,4,Regular gasoline,11.4,8.7,10.2,28.0,239.0
COMPACT,1.8,4,Regular gasoline,8.1,6.2,7.2,39.0,166.0
SUV - SMALL,2.5,4,Regular gasoline,11.5,8.9,10.4,27.0,242.0
SUV - STANDARD,6.2,8,Premium gasoline,16.7,11.1,14.2,20.0,333.0
PICKUP TRUCK - STANDARD,2.7,6,Regular gasoline,13.3,10.7,12.3,23.0,288.0
SUV - STANDARD,3.0,6,Premium gasoline,13.3,10.4,12.0,24.0,276.0
SUV - STANDARD,5.3,8,Ethanol (E85),20.9,14.5,18.0,16.0,300.0
MID-SIZE,1.8,4,Regular gasoline,7.7,5.6,6.8,42.0,156.0
MID-SIZE,2.0,4,Regular gasoline,9.8,6.6,8.4,34.0,193.0
STATION WAGON - SMALL,3.0,6,Regular gasoline,12.7,8.9,11.0,26.0,253.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,9.4,7.5,8.5,33.0,196.0
PICKUP TRUCK - STANDARD,6.2,8,Regular gasoline,20.4,15.0,18.0,16.0,414.0
SUV - SMALL,2.0,4,Regular gasoline,10.8,8.9,10.0,28.0,233.0
SUBCOMPACT,3.0,6,Premium gasoline,14.6,9.8,12.4,23.0,285.0
SUV - STANDARD,3.0,6,Diesel,11.8,8.1,10.2,28.0,277.0
SUV - SMALL,1.4,4,Regular gasoline,9.1,6.9,8.1,35.0,190.0
FULL-SIZE,3.5,6,Ethanol (E85),17.6,11.7,15.0,19.0,249.0
SUV - SMALL,2.5,4,Regular gasoline,10.6,8.1,9.4,30.0,220.0
MID-SIZE,1.5,4,Regular gasoline,9.9,6.5,8.4,34.0,193.0
PICKUP TRUCK - STANDARD,5.6,8,Regular gasoline,15.0,11.2,13.3,21.0,312.0
FULL-SIZE,3.6,6,Regular gasoline,12.8,8.6,10.9,26.0,257.0
COMPACT,,4,Regular gasoline,8.9,6.4,7.8,36.0,179.0
PICKUP TRUCK - STANDARD,2.7,4,Regular gasoline,12.6,10.9,11.8,24.0,277.0
COMPACT,1.4,4,Regular gasoline,7.9,5.9,7.0,40.0,165.0
COMPACT,1.6,4,Regular gasoline,9.1,6.7,8.0,35.0,184.0
SUBCOMPACT,2.0,4,Premium gasoline,11.5,8.1,10.0,28.0,230.0
COMPACT,2.0,4,Premium gasoline,11.5,8.5,10.2,28.0,235.0
COMPACT,3.3,6,Premium gasoline,13.3,9.5,11.6,24.0,274.0
COMPACT,2.0,4,Premium gasoline,11.0,7.8,9.6,29.0,221.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,9.5,7.0,8.4,34.0,197.0
SUV - SMALL,2.0,4,Premium gasoline,12.0,8.6,10.5,27.0,246.0
SUV - SMALL,2.0,4,Premium gasoline,11.4,8.7,10.2,28.0,240.0
SUV - STANDARD,3.0,6,Diesel,13.6,10.0,12.0,24.0,324.0
PICKUP TRUCK - STANDARD,3.0,6,Diesel,12.1,8.8,10.6,27.0,283.0
MID-SIZE,1.5,3,Premium gasoline,9.7,7.0,8.5,33.0,197.0
TWO-SEATER,5.2,10,Premium gasoline,18.2,10.6,14.8,19.0,347.0
SUBCOMPACT,5.0,8,Regular gasoline,15.6,9.6,12.9,22.0,303.0
MID-SIZE,2.5,4,Regular gasoline,8.6,6.1,7.4,38.0,174.0
MID-SIZE,4.0,8,Premium gasoline,15.0,10.0,12.8,22.0,298.0
SUV - SMALL,2.5,4,Regular gasoline,7.2,7.9,7.5,38.0,176.0
SUBCOMPACT,2.9,6,Premium gasoline,12.9,8.9,11.1,25.0,260.0
SUV - STANDARD,3.5,6,Regular gasoline,13.7,9.7,11.9,24.0,274.0
SUBCOMPACT,3.7,6,Regular gasoline,13.5,8.3,11.2,25.0,258.0
COMPACT,3.5,6,Premium gasoline,12.1,8.3,10.4,27.0,239.0
MID-SIZE,3.5,6,Regular gasoline,10.8,7.4,9.3,30.0,214.0
COMPACT,1.8,4,Regular gasoline,7.9,6.1,7.1,40.0,163.0
PICKUP TRUCK - STANDARD,4.6,8,Regular gasoline,15.8,12.3,14.2,20.0,334.0
SUV - SMALL,3.6,6,Regular gasoline,14.1,9.7,12.1,23.0,285.0
SUBCOMPACT,2.3,4,Regular gasoline,11.0,7.4,9.4,30.0,219.0
STATION WAGON - SMALL,2.5,5,Regular gasoline,11.8,8.6,10.3,27.0,239.0
COMPACT,6.7,12,Premium gasoline,20.9,12.7,17.2,16.0,396.0
MID-SIZE,3.5,6,Regular gasoline,12.9,8.4,10.9,26.0,254.0
FULL-SIZE,3.6,6,Premium gasoline,13.1,8.7,11.1,25.0,262.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,10.7,8.0,9.4,30.0,220.0
SUV - STANDARD,3.0,6,Premium gasoline,14.2,10.2,12.4,23.0,291.0
PICKUP TRUCK - SMALL,2.5,4,Regular gasoline,12.2,9.1,10.8,26.0,248.0
MINIVAN,3.5,6,Regular gasoline,12.5,8.9,10.9,26.0,256.0
FULL-SIZE,2.0,4,Regular gasoline,10.9,7.6,9.4,30.0,224.0
FULL-SIZE,3.0,6,Premium gasoline,12.1,8.1,10.3,27.0,237.0
SUV - SMALL,3.5,6,Regular gasoline,13.0,9.3,11.3,25.0,266.0
SUV - SMALL,2.0,4,Premium gasoline,10.8,8.9,9.9,29.0,232.0
MID-SIZE,2.5,4,Regular gasoline,10.0,7.5,8.9,32.0,208.0
MID-SIZE,3.5,6,Premium gasoline,8.0,6.9,7.5,38.0,176.0
SUV - STANDARD,2.0,4,Regular gasoline,11.3,8.7,10.1,28.0,232.0
SUV - STANDARD,2.0,4,Premium gasoline,11.5,9.6,10.6,27.0,249.0
FULL-SIZE,5.0,8,Premium gasoline,17.3,10.5,14.2,20.0,332.0
COMPACT,3.5,6,Premium gasoline,12.6,9.2,11.1,25.0,258.0
FULL-SIZE,3.5,6,Regular gasoline,13.6,9.8,12.4,23.0,291.0
MINICOMPACT,3.8,6,Premium gasoline,12.4,8.7,10.7,26.0,252.0
COMPACT,2.0,4,Regular gasoline,9.4,7.1,8.4,34.0,198.0
PICKUP TRUCK - STANDARD,3.6,6,Regular gasoline,13.9,9.5,11.9,24.0,274.0
SUV - STANDARD,3.5,6,Ethanol (E85),18.3,12.9,15.9,18.0,254.0
MINICOMPACT,3.8,6,Premium gasoline,12.6,9.2,11.1,25.0,255.0
COMPACT,2.5,4,Premium gasoline,13.8,10.2,12.2,23.0,281.0
SPECIAL PURPOSE VEHICLE,2.0,4,Regular gasoline,9.8,9.0,9.4,30.0,220.0
FULL-SIZE,1.5,4,Regular gasoline,7.9,6.6,7.3,39.0,170.0
SUBCOMPACT,2.0,4,Premium gasoline,10.8,7.7,9.4,30.0,220.0
COMPACT,3.0,6,Premium gasoline,13.8,9.0,11.7,24.0,269.0
PICKUP TRUCK - SMALL,3.1448504993371778,16,Premium gasoline,16.267384115133446,13.876649570654259,12.707211733846753,51.8600544218159,172.0687925654998
TWO-SEATER,3.4,6,Premium gasoline,11.3,7.9,9.8,29.0,225.0
SUV - SMALL,2.4,4,Regular gasoline,9.8,8.1,9.0,31.0,211.0
COMPACT,2.0,4,Regular gasoline,9.7,7.1,8.5,33.0,200.0
PICKUP TRUCK - STANDARD,3.3,6,Regular gasoline,12.9,10.2,11.7,24.0,274.0
SUV - STANDARD,2.3,4,Regular gasoline,12.6,8.6,10.8,26.0,254.0
SUV - SMALL,3.0,6,Premium gasoline,13.2,9.2,11.4,25.0,267.0
SUV - SMALL,2.0,4,Premium gasoline,10.8,8.3,9.7,29.0,228.0
SUV - SMALL,3.5,6,Regular gasoline,12.9,9.4,11.3,25.0,260.0
FULL-SIZE,6.0,12,Premium gasoline,18.5,11.8,15.5,18.0,357.0
SUV - STANDARD,3.0,6,Premium gasoline,13.5,10.6,12.2,23.0,285.0
STATION WAGON - MID-SIZE,2.0,4,Premium gasoline,10.5,8.1,9.4,30.0,216.0
COMPACT,1.6,4,Premium gasoline,10.1,7.8,9.0,31.0,207.0
COMPACT,2.0,4,Premium gasoline,10.2,7.5,9.0,31.0,207.0
COMPACT,2.0,4,Premium gasoline,9.9,7.1,8.7,32.0,204.0
COMPACT,2.4,4,Regular gasoline,11.1,7.4,9.4,30.0,216.0
SUV - SMALL,2.5,4,Regular gasoline,6.9,7.6,7.2,39.0,169.0
COMPACT,2.5,4,Regular gasoline,8.8,6.4,7.7,37.0,181.0
MINICOMPACT,2.0,4,Premium gasoline,11.2,8.3,9.9,29.0,231.0
PICKUP TRUCK - STANDARD,3.3,6,Regular gasoline,12.3,9.3,10.9,26.0,257.0
COMPACT,2.0,4,Premium gasoline,11.5,8.1,10.0,28.0,230.0
TWO-SEATER,2.0,4,Regular gasoline,10.1,7.8,9.1,31.0,209.0
COMPACT,3.0,6,Premium gasoline,12.0,7.9,10.2,28.0,238.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,10.1,7.8,9.1,31.0,209.0
STATION WAGON - MID-SIZE,3.5,6,Regular gasoline,11.2,8.4,9.9,29.0,232.0
SUV - SMALL,2.0,4,Regular gasoline,8.9,7.1,8.1,35.0,189.0
COMPACT,3.0,6,Premium gasoline,11.4,8.3,10.0,28.0,233.0
SUV - STANDARD,5.5,8,Premium gasoline,19.9,16.1,18.2,16.0,419.0
MID-SIZE,4.6,8,Premium gasoline,15.1,10.3,12.9,22.0,303.0
PICKUP TRUCK - STANDARD,5.0,8,Ethanol (E85),19.9,15.8,18.0,16.0,300.0
SPECIAL PURPOSE VEHICLE,2.4,4,Regular gasoline,11.2,8.3,9.9,29.0,232.0
MID-SIZE,3.6,6,Premium gasoline,15.0,,12.7,22.0,299.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,12.8,9.5,11.3,25.0,263.0
SUV - SMALL,2.0,4,Premium gasoline,11.2,8.9,10.1,28.0,235.0
SUBCOMPACT,3.7,6,Regular gasoline,12.8,8.9,11.1,25.0,259.0
PICKUP TRUCK - STANDARD,5.6,8,Regular gasoline,19.7,14.3,17.3,16.0,398.0
SUV - SMALL,2.0,4,Regular gasoline,11.4,8.4,10.1,28.0,232.0
FULL-SIZE,4.0,8,Premium gasoline,13.5,8.6,11.3,25.0,265.0
FULL-SIZE,6.6,12,Premium gasoline,20.0,12.6,16.7,17.0,390.0
COMPACT,2.0,4,Premium gasoline,9.9,7.6,8.9,32.0,212.0
PICKUP TRUCK - STANDARD,1.8164393921372404,9,Diesel,5.695454359291453,5.582140786021579,3.1650615859439117,17.00176384850088,297.5151340502099
SUV - STANDARD,5.3,8,Ethanol (E85),21.7,14.3,18.4,15.0,305.0
MINICOMPACT,3.8,6,Premium gasoline,12.6,8.6,10.8,26.0,248.0
MID-SIZE,3.6,6,Premium gasoline,15.1,,12.7,22.0,292.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,9.6,7.6,8.7,32.0,206.0
PICKUP TRUCK - SMALL,3.5,6,Regular gasoline,13.8,11.6,12.8,22.0,301.0
FULL-SIZE,2.7,6,Regular gasoline,14.0,9.4,12.0,24.0,280.0
COMPACT,2.0,4,Regular gasoline,8.5,6.4,7.6,37.0,177.0
COMPACT,2.0,4,Premium gasoline,10.1,7.8,9.0,31.0,207.0
MINICOMPACT,1.5,3,Premium gasoline,8.5,6.3,7.5,38.0,175.0
STATION WAGON - SMALL,2.0,4,Premium gasoline,11.0,7.4,9.4,30.0,219.0
FULL-SIZE,6.428072301331646,8,Diesel,24.489100989043884,3.5667820408448514,23.913159545793356,31.24880024758753,264.9861203117473
SUV - STANDARD,4.4,8,Premium gasoline,16.1,10.9,13.8,20.0,317.0
SUV - STANDARD,4.4,8,Premium gasoline,15.3,11.1,13.4,21.0,314.0
SUV - STANDARD,3.5,6,Regular gasoline,14.8,10.7,13.0,22.0,299.0
SUV - STANDARD,6.440749057270981,2,Diesel,29.192069864592046,11.227751472998543,8.854896619777676,15.632397404877505,173.26664676192752
SUV - SMALL,2.0,4,Regular gasoline,11.4,8.3,10.0,28.0,233.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,9.3,7.0,8.3,34.0,193.0
COMPACT,1.8,4,Regular gasoline,9.3,6.4,8.0,35.0,187.0
SUV - SMALL,2.0,4,Regular gasoline,10.6,8.7,9.8,29.0,229.0
SUV - SMALL,3.3,6,Regular gasoline,12.9,9.4,11.3,25.0,260.0
SUV - SMALL,2.5,4,Regular gasoline,10.5,8.2,9.5,30.0,218.0
PICKUP TRUCK - STANDARD,5.3,8,Regular gasoline,15.0,10.7,13.1,22.0,307.0
SUV - STANDARD,3.6,6,Regular gasoline,14.2,9.8,12.3,23.0,283.0
COMPACT,2.0,4,Premium gasoline,12.1,7.9,10.2,28.0,235.0
FULL-SIZE,6.0,12,Premium gasoline,18.1,11.0,14.9,19.0,343.0
SUV - SMALL,2.0,4,Regular gasoline,11.3,8.7,10.1,28.0,232.0
COMPACT,2.0,4,Premium gasoline,10.6,7.3,9.1,31.0,209.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,14.0,11.0,12.7,22.0,298.0
SPECIAL PURPOSE VEHICLE,2.5,4,Ethanol (E85),16.8,12.0,14.6,19.0,240.0
MID-SIZE,6.8,8,Premium gasoline,24.5,14.4,20.0,14.0,465.0
SUBCOMPACT,3.0,6,Premium gasoline,13.8,9.0,11.7,24.0,269.0
MID-SIZE,2.5,4,Regular gasoline,9.3,7.0,8.3,34.0,194.0
COMPACT,1.6,4,Regular gasoline,9.0,6.7,8.0,35.0,184.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,9.4,6.9,8.2,34.0,192.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,13.9,10.2,12.2,23.0,287.0
COMPACT,2.0,4,Premium gasoline,11.6,7.5,9.8,29.0,225.0
SUV - SMALL,2.4,4,Regular gasoline,10.6,8.6,9.7,29.0,223.0
COMPACT,1.2,3,Regular gasoline,6.4,5.3,5.9,48.0,139.0
MINIVAN,3.6,6,Ethanol (E85),19.4,13.3,16.7,17.0,274.0
MINICOMPACT,1.4,4,Regular gasoline,8.7,,7.9,36.0,182.0
MID-SIZE,1.8,4,Regular gasoline,9.4,6.6,8.1,35.0,186.0
MINICOMPACT,5.0,8,Premium gasoline,15.6,10.9,13.4,21.0,308.0
MID-SIZE,3.6,6,Regular gasoline,12.8,8.9,11.0,26.0,253.0
SUV - SMALL,2.0,4,Regular gasoline,8.8,7.2,8.1,35.0,188.0
SUBCOMPACT,2.0,4,Regular gasoline,10.8,8.0,9.5,30.0,223.0
COMPACT,1.4,4,Regular gasoline,9.0,6.8,8.0,35.0,184.0
PICKUP TRUCK - STANDARD,5.7,8,Regular gasoline,14.1,10.3,12.4,23.0,290.0
VAN - CARGO,4.6,8,Regular gasoline,17.7,14.4,16.2,17.0,373.0
VAN - PASSENGER,4.8,8,Regular gasoline,21.3,14.3,18.1,16.0,416.0
COMPACT,2.5,4,Regular gasoline,8.2,5.9,7.2,39.0,166.0
SUBCOMPACT,3.0,6,Premium gasoline,11.9,8.5,10.4,27.0,239.0
PICKUP TRUCK - STANDARD,3.6,6,Regular gasoline,12.9,9.3,11.3,25.0,264.0
TWO-SEATER,5.2,10,Premium gasoline,18.0,12.9,15.7,18.0,370.0
MID-SIZE,2.3,4,Premium gasoline,12.1,9.3,10.9,26.0,255.0
FULL-SIZE,1.6,4,Regular gasoline,8.6,6.6,7.7,37.0,181.0
TWO-SEATER,6.5,12,Premium gasoline,22.1,13.9,18.4,15.0,423.0
TWO-SEATER,1.8,4,Premium gasoline,10.3,7.2,8.9,32.0,205.0
COMPACT,4.0,8,Premium gasoline,15.6,11.5,13.7,21.0,324.0
MID-SIZE,3.6,6,Premium gasoline,14.7,9.8,12.5,23.0,293.0
TWO-SEATER,1.6,4,Premium gasoline,9.2,6.8,8.1,35.0,186.0
COMPACT,2.0,4,Regular gasoline,7.5,5.8,6.7,42.0,158.0
SUV - SMALL,2.0,4,Regular gasoline,9.8,7.6,8.8,32.0,202.0
COMPACT,3.0,6,Premium gasoline,10.9,7.2,9.3,30.0,217.0
SUBCOMPACT,2.3,4,Regular gasoline,11.8,8.1,10.1,28.0,236.0
MINICOMPACT,3.4,6,Premium gasoline,12.3,8.9,10.8,26.0,253.0
SUV - STANDARD,5.5,8,Premium gasoline,20.0,16.6,18.5,15.0,417.0
FULL-SIZE,3.6,6,Regular gasoline,13.7,9.0,11.6,24.0,271.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,10.0,8.1,9.2,31.0,216.0
MID-SIZE,1.6,4,Regular gasoline,8.6,6.6,7.7,37.0,180.0
MID-SIZE,3.7,6,Regular gasoline,13.1,9.2,11.3,25.0,260.0
COMPACT,3.5,6,Ethanol (E85),16.4,11.1,14.0,20.0,224.0
TWO-SEATER,3.4,6,Premium gasoline,12.1,8.9,10.7,26.0,250.0
MID-SIZE,2.5,4,Regular gasoline,5.8,6.1,5.9,48.0,136.0
COMPACT,2.0,4,Regular gasoline,7.6,5.8,6.7,42.0,158.0
STATION WAGON - MID-SIZE,3.3218110934069975,13,Premium gasoline,18.031708585556444,17.321880087634163,8.279704659924235,47.373428549140016,131.5287150173327
SUV - SMALL,1.8,4,Regular gasoline,9.3,7.0,8.3,34.0,193.0
SUV - SMALL,3.6,6,Regular gasoline,12.1,8.6,10.5,27.0,245.0
MINIVAN,3.6,6,Ethanol (E85),19.2,13.1,16.5,17.0,264.0
COMPACT,1.6,4,Premium gasoline,9.4,7.9,8.7,32.0,200.0
FULL-SIZE,3.0,6,Premium gasoline,12.2,8.9,10.7,26.0,250.0
SUV - STANDARD,3.0,6,Premium gasoline,13.6,10.1,12.0,24.0,281.0
MID-SIZE,1.6,4,Diesel,8.1,4.9,6.7,42.0,180.0
SUBCOMPACT,2.5,5,Premium gasoline,12.3,8.2,10.5,27.0,245.0
PICKUP TRUCK - STANDARD,5.3,8,Ethanol (E85),22.0,16.1,19.3,15.0,322.0
SUV - SMALL,3.7,6,Premium gasoline,14.5,10.7,12.8,22.0,301.0
SUV - STANDARD,3.6,6,Regular gasoline,13.1,9.4,11.4,25.0,269.0
SUV - SMALL,2.0,4,Regular gasoline,11.7,8.6,10.3,27.0,245.0
MID-SIZE,4.0,8,Premium gasoline,13.7,8.3,11.3,25.0,265.0
MID-SIZE,5.6,8,Premium gasoline,14.9,10.2,12.8,22.0,300.0
SUBCOMPACT,2.0,4,Premium gasoline,10.6,7.3,9.1,31.0,213.0
COMPACT,2.0,4,Diesel,7.8,5.8,6.9,41.0,186.0
SUV - STANDARD,3.6,6,Premium gasoline,13.6,10.2,12.1,23.0,281.0
FULL-SIZE,3.0,6,Premium gasoline,11.0,8.3,9.8,29.0,229.0
COMPACT,2.5,4,Regular gasoline,10.5,7.2,9.0,31.0,207.0
FULL-SIZE,4.0,8,Premium gasoline,14.5,10.2,12.6,22.0,295.0
COMPACT,1.6,4,Premium gasoline,10.1,7.7,9.0,31.0,212.0
MINICOMPACT,5.9,12,Premium gasoline,18.0,12.6,15.6,18.0,359.0
COMPACT,2.0,4,Premium gasoline,9.9,6.5,8.4,34.0,197.0
PICKUP TRUCK - SMALL,2.7,4,Regular gasoline,13.1,11.3,12.3,23.0,283.0
SUV - STANDARD,3.0,6,Diesel,11.2,8.4,9.8,29.0,270.0
SUV - SMALL,2.5,4,Regular gasoline,9.8,7.7,8.6,33.0,204.0
SUV - SMALL,1.5,4,Regular gasoline,9.2,7.3,8.3,34.0,196.0
MINICOMPACT,3.8,6,Premium gasoline,12.5,8.9,10.9,26.0,255.0
SUV - SMALL,3.5,6,Regular gasoline,12.5,8.5,10.7,26.0,246.0
SUBCOMPACT,3.0,6,Premium gasoline,12.5,9.1,11.0,26.0,257.0
COMPACT,3.5,6,Premium gasoline,12.2,8.7,10.6,27.0,244.0
COMPACT,2.0,4,Premium gasoline,10.3,6.7,8.7,32.0,200.0
SUBCOMPACT,3.0,6,Premium gasoline,11.9,8.1,10.2,28.0,239.0
SUV - STANDARD,4.6,8,Premium gasoline,15.7,11.7,13.9,20.0,322.0
FULL-SIZE,1.5,4,Regular gasoline,7.9,6.3,7.2,39.0,168.0
COMPACT,1.6,4,Regular gasoline,9.4,7.2,8.4,34.0,200.0
SUV - SMALL,2.4,4,Regular gasoline,10.6,8.7,9.8,29.0,230.0
MID-SIZE,3.0,6,Premium gasoline,12.4,8.7,10.8,26.0,253.0
MID-SIZE,4.6,8,Premium gasoline,14.5,9.6,12.3,23.0,283.0
SUV - STANDARD,5.5,8,Premium gasoline,17.2,12.8,15.2,19.0,357.0
SUV - SMALL,2.4,4,Regular gasoline,12.9,9.2,11.3,25.0,260.0
COMPACT,2.0,4,Regular gasoline,9.2,6.9,8.2,34.0,189.0
FULL-SIZE,2.5,4,Regular gasoline,10.8,8.0,9.6,29.0,225.0
PICKUP TRUCK - STANDARD,4.3,6,Ethanol (E85),19.3,14.4,17.1,17.0,284.0
COMPACT,1.6,4,Regular gasoline,10.1,8.0,9.2,31.0,216.0
MINICOMPACT,3.8,6,Premium gasoline,13.0,9.2,11.3,25.0,260.0
COMPACT,2.0,4,Regular gasoline,9.0,7.1,8.2,34.0,191.0
COMPACT,3.6,6,Regular gasoline,11.6,8.0,10.0,28.0,234.0
TWO-SEATER,2.5,4,Premium gasoline,12.3,9.4,11.0,26.0,257.0
TWO-SEATER,5.2,10,Premium gasoline,16.8,11.7,14.5,19.0,334.0
SUV - SMALL,1.4,4,Regular gasoline,10.2,8.0,9.2,31.0,215.0
FULL-SIZE,4.4,8,Premium gasoline,15.2,9.8,12.8,22.0,294.0
FULL-SIZE,3.0,6,Premium gasoline,12.4,8.7,10.7,26.0,250.0
SUV - STANDARD,5.0,8,Premium gasoline,16.2,12.0,14.3,20.0,336.0
PICKUP TRUCK - STANDARD,2.7,6,Regular gasoline,12.4,9.8,11.2,25.0,263.0
SUV - SMALL,2.0,4,Regular gasoline,11.4,9.3,10.5,27.0,242.0
SUV - SMALL,2.4,4,Regular gasoline,11.2,8.6,10.0,28.0,235.0
COMPACT,3.0,6,Premium gasoline,12.1,8.1,10.3,27.0,237.0
MID-SIZE,3.5,6,Regular gasoline,11.3,7.0,9.4,30.0,219.0
COMPACT,3.6,6,Regular gasoline,14.2,8.6,11.7,24.0,269.0
COMPACT,2.4,4,Premium gasoline,9.9,7.0,8.6,33.0,199.0
FULL-SIZE,6.3,12,Premium gasoline,17.8,10.8,14.6,19.0,344.0
SUBCOMPACT,3.7,6,Regular gasoline,12.5,8.2,10.6,27.0,244.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,8.4,7.0,7.8,36.0,181.0
TWO-SEATER,1.0,3,Premium gasoline,6.9,5.7,6.4,44.0,147.0
FULL-SIZE,3.3,6,Regular gasoline,11.5,8.5,10.2,28.0,237.0
MID-SIZE,3.6,6,Regular gasoline,12.8,8.1,10.7,26.0,246.0
SUBCOMPACT,3.0,6,Premium gasoline,12.4,8.8,10.8,26.0,253.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,15.4,11.0,13.4,21.0,308.0
TWO-SEATER,3.7,6,Premium gasoline,13.0,9.5,11.4,25.0,262.0
STATION WAGON - SMALL,1.5,4,Regular gasoline,7.0,5.7,6.4,44.0,150.0
MID-SIZE,3.4,6,Premium gasoline,12.2,7.8,10.2,28.0,240.0
SUV - STANDARD,3.5,6,Ethanol (E85),18.9,13.9,16.7,17.0,267.0
MINICOMPACT,3.8,6,Premium gasoline,12.7,9.2,11.1,25.0,260.0
MINICOMPACT,3.8,6,Premium gasoline,13.7,9.6,11.9,24.0,278.0
COMPACT,2.0,4,Premium gasoline,10.3,7.9,9.2,31.0,217.0
MINICOMPACT,3.0,6,Premium gasoline,12.9,9.1,11.1,25.0,260.0
COMPACT,,4,Regular gasoline,9.0,7.1,8.1,35.0,191.0
MID-SIZE,3.6,6,Regular gasoline,11.3,7.9,9.7,29.0,228.0
COMPACT,2.5,4,Regular gasoline,10.2,7.5,9.0,31.0,207.0
SUV - SMALL,2.0,4,Regular gasoline,10.5,9.4,10.0,28.0,233.0
STATION WAGON - SMALL,2.0,4,Premium gasoline,10.3,7.8,9.1,31.0,215.0
STATION WAGON - SMALL,1.6,4,Regular gasoline,9.8,7.8,8.9,32.0,205.0
MID-SIZE,6.0,12,Premium gasoline,19.2,12.2,16.0,18.0,373.0
SUV - SMALL,2.4,4,Regular gasoline,10.2,8.3,9.3,30.0,219.0
MID-SIZE,2.0,4,Regular gasoline,10.4,7.4,9.1,31.0,211.0
SUV - STANDARD,5.0,8,Premium gasoline,17.2,12.5,15.1,19.0,356.0
COMPACT,2.0,4,Premium gasoline,11.5,8.7,10.3,27.0,241.0
SUV - STANDARD,3.0,6,Ethanol (E85),19.4,14.8,17.3,16.0,277.0
SUBCOMPACT,2.0,4,Premium gasoline,10.6,7.3,9.1,31.0,209.0
MID-SIZE,3.7,6,Premium gasoline,12.0,8.0,10.2,28.0,235.0
SUV - SMALL,2.5,4,Regular gasoline,8.8,6.7,7.8,36.0,183.0
STATION WAGON - SMALL,2.0,4,Premium gasoline,10.2,7.2,8.9,32.0,208.0
COMPACT,1.6,4,Diesel,7.8,4.6,6.3,45.0,170.0
MID-SIZE,4.0,8,Premium gasoline,12.9,8.0,10.7,26.0,246.0
PICKUP TRUCK - STANDARD,6.2,8,Premium gasoline,16.3,11.4,14.1,20.0,324.0
